cnvdasm - ultima underworld conversation script disassembler / decompiler

loading game strings

could not load code ...
;
; conversation #2
; string block 0x0e01, name: goblin
;

0000:   START
063d:   PUSHI #0001
063f:   PUSHI_EFF #0001
0641:   SWAP
0642:   STO
0643:   JMP $0645

 ;| xref: 0606 0610 061f 0643
0645:   PUSHI_EFF #0001
0647:   FETCHM
0648:   SAVE_REG
0649:   POP
064a:   BPTOSP
064b:   POPBP
064c:   RET


 ;| xref: 0a06
064d:   PUSHBP
064e:   SPTOBP
064f:   PUSHI #0006
0651:   ADDSP
0652:   PUSHI_EFF #0002
0654:   PUSHI #0086
0656:   PUSHI_EFF #0003
0658:   SWAP
0659:   STO
065a:   PUSHI_EFF #0003
065c:   PUSHI #0001
065e:   CALLI $0012
0660:   POP
0661:   POP
0662:   PUSH_REG
0663:   STO
0664:   PUSHI_EFF #0002
0666:   FETCHM
0667:   PUSHI #0000
0669:   TSTEQ
066a:   BEQ +002e // target: 0699
066c:   PUSHI_EFF #0002
066e:   PUSHI #0001
0670:   PUSHI #0384
0672:   PUSHI_EFF #0004
0674:   SWAP
0675:   STO
0676:   PUSHI_EFF #0004
0678:   PUSHI #0001
067a:   CALLI $0005
067c:   POP
067d:   POP
067e:   PUSH_REG
067f:   PUSHI #001e
0681:   FETCHM
0682:   OPADD
0683:   PUSHI #0009
0685:   OPMOD
0686:   OPADD
0687:   STO
0688:   PUSHI #0086
068a:   PUSHI_EFF #0005
068c:   SWAP
068d:   STO
068e:   PUSHI_EFF #0005
0690:   PUSHI_EFF #0002
0692:   PUSHI #0002
0694:   CALLI $0013
0696:   POP
0697:   POP
0698:   POP

 ;| xref: 066a
0699:   PUSHI_EFF #0002
069b:   FETCHM
069c:   PUSHI_EFF #0006
069e:   SWAP
069f:   STO
06a0:   PUSHI #0001
06a2:   PUSHI_EFF #0006
06a4:   FETCHM
06a5:   TSTEQ
06a6:   BEQ +000b // target: 06b2
06a8:   PUSHI #0016
06aa:   PUSHI_EFF #0001
06ac:   SWAP
06ad:   STO
06ae:   JMP $0742
06b0:   JMP $0742

 ;| xref: 06a6
06b2:   PUSHI #0002
06b4:   PUSHI_EFF #0006
06b6:   FETCHM
06b7:   TSTEQ
06b8:   BEQ +000b // target: 06c4
06ba:   PUSHI #0017
06bc:   PUSHI_EFF #0001
06be:   SWAP
06bf:   STO
06c0:   JMP $0742
06c2:   JMP $0742

 ;| xref: 06b8
06c4:   PUSHI #0003
06c6:   PUSHI_EFF #0006
06c8:   FETCHM
06c9:   TSTEQ
06ca:   BEQ +000b // target: 06d6
06cc:   PUSHI #0018
06ce:   PUSHI_EFF #0001
06d0:   SWAP
06d1:   STO
06d2:   JMP $0742
06d4:   JMP $0742

 ;| xref: 06ca
06d6:   PUSHI #0004
06d8:   PUSHI_EFF #0006
06da:   FETCHM
06db:   TSTEQ
06dc:   BEQ +000b // target: 06e8
06de:   PUSHI #0019
06e0:   PUSHI_EFF #0001
06e2:   SWAP
06e3:   STO
06e4:   JMP $0742
06e6:   JMP $0742

 ;| xref: 06dc
06e8:   PUSHI #0005
06ea:   PUSHI_EFF #0006
06ec:   FETCHM
06ed:   TSTEQ
06ee:   BEQ +000b // target: 06fa
06f0:   PUSHI #001a
06f2:   PUSHI_EFF #0001
06f4:   SWAP
06f5:   STO
06f6:   JMP $0742
06f8:   JMP $0742

 ;| xref: 06ee
06fa:   PUSHI #0006
06fc:   PUSHI_EFF #0006
06fe:   FETCHM
06ff:   TSTEQ
0700:   BEQ +000b // target: 070c
0702:   PUSHI #001b
0704:   PUSHI_EFF #0001
0706:   SWAP
0707:   STO
0708:   JMP $0742
070a:   JMP $0742

 ;| xref: 0700
070c:   PUSHI #0007
070e:   PUSHI_EFF #0006
0710:   FETCHM
0711:   TSTEQ
0712:   BEQ +000b // target: 071e
0714:   PUSHI #001c
0716:   PUSHI_EFF #0001
0718:   SWAP
0719:   STO
071a:   JMP $0742
071c:   JMP $0742

 ;| xref: 0712
071e:   PUSHI #0008
0720:   PUSHI_EFF #0006
0722:   FETCHM
0723:   TSTEQ
0724:   BEQ +000b // target: 0730
0726:   PUSHI #001d
0728:   PUSHI_EFF #0001
072a:   SWAP
072b:   STO
072c:   JMP $0742
072e:   JMP $0742

 ;| xref: 0724
0730:   PUSHI #0009
0732:   PUSHI_EFF #0006
0734:   FETCHM
0735:   TSTEQ
0736:   BEQ +000b // target: 0742
0738:   PUSHI #001e
073a:   PUSHI_EFF #0001
073c:   SWAP
073d:   STO
073e:   JMP $0742
0740:   JMP $0742

 ;| xref: 06ae 06b0 06c0 06c2 06d2 06d4 06e4 06e6 06f6 06f8 0708 070a 071a 071c 072c 072e 0736 073e 0740
0742:   PUSHI_EFF #0001
0744:   FETCHM
0745:   SAVE_REG
0746:   POP
0747:   BPTOSP
0748:   POPBP
0749:   RET


 ;| xref: 000b
074a:   PUSHBP
074b:   SPTOBP
074c:   PUSHI #0079
074e:   ADDSP
074f:   PUSHI #0025
0751:   PUSHI #0000
0753:   STO
0754:   PUSHI #0022
0756:   PUSHI #001f
0758:   PUSHI_EFF #0001
075a:   SWAP
075b:   STO
075c:   PUSHI_EFF #0001
075e:   PUSHI #0020
0760:   PUSHI_EFF #0002
0762:   SWAP
0763:   STO
0764:   PUSHI_EFF #0002
0766:   PUSHI #0002
0768:   CALLI $0014
076a:   POP
076b:   POP
076c:   POP
076d:   PUSH_REG
076e:   STO
076f:   PUSHI #0023
0771:   PUSHI #0021
0773:   PUSHI_EFF #0003
0775:   SWAP
0776:   STO
0777:   PUSHI_EFF #0003
0779:   PUSHI #0022
077b:   PUSHI_EFF #0004
077d:   SWAP
077e:   STO
077f:   PUSHI_EFF #0004
0781:   PUSHI #0002
0783:   CALLI $0014
0785:   POP
0786:   POP
0787:   POP
0788:   PUSH_REG
0789:   STO
078a:   PUSHI #0000
078c:   PUSHI_EFF #0005
078e:   SWAP
078f:   STO
0790:   PUSHI_EFF #0005
0792:   PUSHI #0001
0794:   CALLI $0012
0796:   POP
0797:   POP
0798:   PUSH_REG
0799:   PUSHI #0001
079b:   TSTEQ
079c:   BEQ +0003 // target: 07a0
079e:   CALL $035a

 ;| xref: 079c
07a0:   PUSHI #0023
07a2:   PUSHI_EFF #0006
07a4:   SWAP
07a5:   STO
07a6:   PUSHI_EFF #0006
07a8:   PUSHI #0001
07aa:   CALLI $0002
07ac:   POP
07ad:   POP
07ae:   PUSHI #0001
07b0:   PUSHI_EFF #0007
07b2:   SWAP
07b3:   STO
07b4:   PUSHI_EFF #0007
07b6:   PUSHI #0001
07b8:   CALLI $0012
07ba:   POP
07bb:   POP
07bc:   PUSH_REG
07bd:   PUSHI #0000
07bf:   TSTEQ
07c0:   BEQ +0017 // target: 07d8
07c2:   PUSHI #0003
07c4:   PUSHI_EFF #0008
07c6:   SWAP
07c7:   STO
07c8:   PUSHI_EFF #0008
07ca:   PUSHI #0001
07cc:   CALLI $0012
07ce:   POP
07cf:   POP
07d0:   PUSH_REG
07d1:   PUSHI #0001
07d3:   TSTEQ
07d4:   BEQ +0003 // target: 07d8
07d6:   CALL $03a5

 ;| xref: 07c0 07d4
07d8:   PUSHI #001f
07da:   FETCHM
07db:   PUSHI #0000
07dd:   TSTEQ
07de:   BEQ +00ee // target: 08cd
07e0:   PUSHI #0021
07e2:   PUSHI #0000
07e4:   STO
07e5:   PUSHI #0024
07e7:   PUSHI #0001
07e9:   STO
07ea:   PUSHI #000a
07ec:   FETCHM
07ed:   PUSHI #0001
07ef:   TSTEQ
07f0:   BEQ +0049 // target: 083a
07f2:   PUSHI #0015
07f4:   PUSHI #0001
07f6:   STO
07f7:   PUSHI #0014
07f9:   PUSHI #0008
07fb:   STO
07fc:   PUSHI #0024
07fe:   SAY_OP
07ff:   PUSHI #0001
0801:   PUSHI_EFF #0009
0803:   OFFSET
0804:   PUSHI #0025
0806:   STO
0807:   PUSHI #0002
0809:   PUSHI_EFF #0009
080b:   OFFSET
080c:   PUSHI #0026
080e:   STO
080f:   PUSHI #0003
0811:   PUSHI_EFF #0009
0813:   OFFSET
0814:   PUSHI #0000
0816:   STO
0817:   PUSHI_EFF #0009
0819:   PUSHI #0000
081b:   CALLI $0000
081d:   POP
081e:   POP
081f:   PUSH_REG
0820:   PUSHI_EFF #001e
0822:   SWAP
0823:   STO
0824:   PUSHI_EFF #001e
0826:   FETCHM
0827:   PUSHI #0001
0829:   TSTEQ
082a:   BEQ +0005 // target: 0830
082c:   CALL $1031
082e:   JMP $083a

 ;| xref: 082a
0830:   PUSHI_EFF #001e
0832:   FETCHM
0833:   PUSHI #0002
0835:   TSTEQ
0836:   BEQ +0003 // target: 083a
0838:   JMP $083a

 ;| xref: 07f0 082e 0836 0838
083a:   PUSHI #0027
083c:   SAY_OP
083d:   PUSHI #0001
083f:   PUSHI_EFF #001f
0841:   OFFSET
0842:   PUSHI #0028
0844:   STO
0845:   PUSHI #0002
0847:   PUSHI_EFF #001f
0849:   OFFSET
084a:   PUSHI #0029
084c:   STO
084d:   PUSHI #0003
084f:   PUSHI_EFF #001f
0851:   OFFSET
0852:   PUSHI #0000
0854:   STO
0855:   PUSHI_EFF #001f
0857:   PUSHI #0000
0859:   CALLI $0000
085b:   POP
085c:   POP
085d:   PUSH_REG
085e:   PUSHI_EFF #0034
0860:   SWAP
0861:   STO
0862:   PUSHI_EFF #0034
0864:   FETCHM
0865:   PUSHI #0001
0867:   TSTEQ
0868:   BEQ +0005 // target: 086e
086a:   CALL $1093
086c:   JMP $087a

 ;| xref: 0868
086e:   PUSHI_EFF #0034
0870:   FETCHM
0871:   PUSHI #0002
0873:   TSTEQ
0874:   BEQ +0005 // target: 087a
0876:   CALL $10ac
0878:   JMP $087a

 ;| xref: 086c 0874 0878
087a:   PUSHI #0001
087c:   PUSHI_EFF #0035
087e:   OFFSET
087f:   PUSHI #002a
0881:   STO
0882:   PUSHI #0002
0884:   PUSHI_EFF #0035
0886:   OFFSET
0887:   PUSHI #002b
0889:   STO
088a:   PUSHI #0003
088c:   PUSHI_EFF #0035
088e:   OFFSET
088f:   PUSHI #002c
0891:   STO
0892:   PUSHI #0004
0894:   PUSHI_EFF #0035
0896:   OFFSET
0897:   PUSHI #0000
0899:   STO
089a:   PUSHI_EFF #0035
089c:   PUSHI #0000
089e:   CALLI $0000
08a0:   POP
08a1:   POP
08a2:   PUSH_REG
08a3:   PUSHI_EFF #004a
08a5:   SWAP
08a6:   STO
08a7:   PUSHI_EFF #004a
08a9:   FETCHM
08aa:   PUSHI #0001
08ac:   TSTEQ
08ad:   BEQ +0005 // target: 08b3
08af:   CALL $09b7
08b1:   JMP $08cb

 ;| xref: 08ad
08b3:   PUSHI_EFF #004a
08b5:   FETCHM
08b6:   PUSHI #0002
08b8:   TSTEQ
08b9:   BEQ +0005 // target: 08bf
08bb:   CALL $0a24
08bd:   JMP $08cb

 ;| xref: 08b9
08bf:   PUSHI_EFF #004a
08c1:   FETCHM
08c2:   PUSHI #0003
08c4:   TSTEQ
08c5:   BEQ +0005 // target: 08cb
08c7:   CALL $1031
08c9:   JMP $08cb

 ;| xref: 08b1 08bd 08c5 08c9
08cb:   BRA +00e8 // target: 09b4

 ;| xref: 07de
08cd:   PUSHI #0021
08cf:   FETCHM
08d0:   PUSHI #0001
08d2:   TSTEQ
08d3:   BEQ +0078 // target: 094c
08d5:   PUSHI #002d
08d7:   SAY_OP
08d8:   PUSHI #0001
08da:   PUSHI_EFF #004b
08dc:   OFFSET
08dd:   PUSHI #002e
08df:   STO
08e0:   PUSHI #0002
08e2:   PUSHI_EFF #004b
08e4:   OFFSET
08e5:   PUSHI #002f
08e7:   STO
08e8:   PUSHI #0003
08ea:   PUSHI_EFF #004b
08ec:   OFFSET
08ed:   PUSHI #0030
08ef:   STO
08f0:   PUSHI #0004
08f2:   PUSHI_EFF #004b
08f4:   OFFSET
08f5:   PUSHI #0000
08f7:   STO
08f8:   PUSHI_EFF #004b
08fa:   PUSHI #0000
08fc:   CALLI $0000
08fe:   POP
08ff:   POP
0900:   PUSH_REG
0901:   PUSHI_EFF #0060
0903:   SWAP
0904:   STO
0905:   PUSHI_EFF #0060
0907:   FETCHM
0908:   PUSHI #0001
090a:   TSTEQ
090b:   BEQ +0003 // target: 090f
090d:   JMP $0927

 ;| xref: 090b
090f:   PUSHI_EFF #0060
0911:   FETCHM
0912:   PUSHI #0002
0914:   TSTEQ
0915:   BEQ +0005 // target: 091b
0917:   CALL $0165
0919:   JMP $0927

 ;| xref: 0915
091b:   PUSHI_EFF #0060
091d:   FETCHM
091e:   PUSHI #0003
0920:   TSTEQ
0921:   BEQ +0005 // target: 0927
0923:   CALL $10c4
0925:   JMP $0927

 ;| xref: 090d 0919 0921 0925
0927:   PUSHI #0031
0929:   SAY_OP
092a:   PUSHI #001e
092c:   PUSHI_EFF #0061
092e:   SWAP
092f:   STO
0930:   PUSHI_EFF #0061
0932:   PUSHI #0022
0934:   PUSHI_EFF #0062
0936:   SWAP
0937:   STO
0938:   PUSHI_EFF #0062
093a:   PUSHI #0000
093c:   PUSHI_EFF #0063
093e:   SWAP
093f:   STO
0940:   PUSHI_EFF #0063
0942:   PUSHI #0003
0944:   CALLI $0028
0946:   POP
0947:   POP
0948:   POP
0949:   POP
094a:   BRA +0069 // target: 09b4

 ;| xref: 08d3
094c:   PUSHI #0032
094e:   SAY_OP
094f:   PUSHI #0001
0951:   PUSHI_EFF #0064
0953:   OFFSET
0954:   PUSHI #0033
0956:   STO
0957:   PUSHI #0002
0959:   PUSHI_EFF #0064
095b:   OFFSET
095c:   PUSHI #0034
095e:   STO
095f:   PUSHI #0003
0961:   PUSHI_EFF #0064
0963:   OFFSET
0964:   PUSHI #0035
0966:   STO
0967:   PUSHI #0004
0969:   PUSHI_EFF #0064
096b:   OFFSET
096c:   PUSHI #0036
096e:   STO
096f:   PUSHI #0005
0971:   PUSHI_EFF #0064
0973:   OFFSET
0974:   PUSHI #0000
0976:   STO
0977:   PUSHI_EFF #0064
0979:   PUSHI #0000
097b:   CALLI $0000
097d:   POP
097e:   POP
097f:   PUSH_REG
0980:   PUSHI_EFF #0079
0982:   SWAP
0983:   STO
0984:   PUSHI_EFF #0079
0986:   FETCHM
0987:   PUSHI #0001
0989:   TSTEQ
098a:   BEQ +0005 // target: 0990
098c:   CALL $0d74
098e:   JMP $09b4

 ;| xref: 098a
0990:   PUSHI_EFF #0079
0992:   FETCHM
0993:   PUSHI #0002
0995:   TSTEQ
0996:   BEQ +0005 // target: 099c
0998:   CALL $09b7
099a:   JMP $09b4

 ;| xref: 0996
099c:   PUSHI_EFF #0079
099e:   FETCHM
099f:   PUSHI #0003
09a1:   TSTEQ
09a2:   BEQ +0005 // target: 09a8
09a4:   CALL $0ab1
09a6:   JMP $09b4

 ;| xref: 09a2
09a8:   PUSHI_EFF #0079
09aa:   FETCHM
09ab:   PUSHI #0004
09ad:   TSTEQ
09ae:   BEQ +0005 // target: 09b4
09b0:   CALL $0a24
09b2:   JMP $09b4

 ;| xref: 08cb 094a 098e 099a 09a6 09ae 09b2
09b4:   BPTOSP
09b5:   POPBP
09b6:   RET


 ;| xref: 08af 0998
09b7:   PUSHBP
09b8:   SPTOBP
09b9:   PUSHI #0018
09bb:   ADDSP
09bc:   PUSHI #0037
09be:   SAY_OP
09bf:   PUSHI #0001
09c1:   PUSHI_EFF #0002
09c3:   OFFSET
09c4:   PUSHI #0038
09c6:   STO
09c7:   PUSHI #0002
09c9:   PUSHI_EFF #0002
09cb:   OFFSET
09cc:   PUSHI #0039
09ce:   STO
09cf:   PUSHI #0003
09d1:   PUSHI_EFF #0002
09d3:   OFFSET
09d4:   PUSHI #0000
09d6:   STO
09d7:   PUSHI_EFF #0002
09d9:   PUSHI #0000
09db:   CALLI $0000
09dd:   POP
09de:   POP
09df:   PUSH_REG
09e0:   PUSHI_EFF #0017
09e2:   SWAP
09e3:   STO
09e4:   PUSHI_EFF #0017
09e6:   FETCHM
09e7:   PUSHI #0001
09e9:   TSTEQ
09ea:   BEQ +0003 // target: 09ee
09ec:   JMP $09fa

 ;| xref: 09ea
09ee:   PUSHI_EFF #0017
09f0:   FETCHM
09f1:   PUSHI #0002
09f3:   TSTEQ
09f4:   BEQ +0005 // target: 09fa
09f6:   CALL $10b7
09f8:   JMP $09fa

 ;| xref: 09ec 09f4 09f8
09fa:   PUSHI_EFF #0001
09fc:   PUSHI #0000
09fe:   CALLI $0003
0a00:   POP
0a01:   PUSH_REG
0a02:   STO
0a03:   PUSHI #003a
0a05:   SAY_OP
0a06:   CALL $064d
0a08:   PUSH_REG
0a09:   PUSHI_EFF #0018
0a0b:   SWAP
0a0c:   STO
0a0d:   PUSHI_EFF #0018
0a0f:   PUSHI_EFF #0001
0a11:   PUSHI #0002
0a13:   CALLI $0007
0a15:   POP
0a16:   POP
0a17:   POP
0a18:   PUSH_REG
0a19:   BEQ +0005 // target: 0a1f
0a1b:   CALL $0cf1
0a1d:   BRA +0003 // target: 0a21

 ;| xref: 0a19
0a1f:   CALL $0a24

 ;| xref: 0a1d
0a21:   BPTOSP
0a22:   POPBP
0a23:   RET


 ;| xref: 08bb 09b0 0a1f 0b03 0be3 100f 10bf
0a24:   PUSHBP
0a25:   SPTOBP
0a26:   PUSHI #002d
0a28:   ADDSP
0a29:   PUSHI_EFF #0001
0a2b:   FETCHM
0a2c:   BEQ +0011 // target: 0a3e
0a2e:   PUSHI #003b
0a30:   SAY_OP
0a31:   PUSHI #0001
0a33:   PUSHI_EFF #0002
0a35:   SWAP
0a36:   STO
0a37:   PUSHI_EFF #0002
0a39:   CALL $0593
0a3b:   POP
0a3c:   BRA +0004 // target: 0a41

 ;| xref: 0a2c
0a3e:   PUSHI #003c
0a40:   SAY_OP

 ;| xref: 0a3c
0a41:   PUSHI #0001
0a43:   PUSHI_EFF #0018
0a45:   OFFSET
0a46:   PUSHI #0001
0a48:   STO
0a49:   PUSHI #0001
0a4b:   PUSHI_EFF #0003
0a4d:   OFFSET
0a4e:   PUSHI #003d
0a50:   STO
0a51:   PUSHI #0002
0a53:   PUSHI_EFF #0018
0a55:   OFFSET
0a56:   PUSHI #0024
0a58:   FETCHM
0a59:   STO
0a5a:   PUSHI #0002
0a5c:   PUSHI_EFF #0003
0a5e:   OFFSET
0a5f:   PUSHI #003e
0a61:   STO
0a62:   PUSHI #0003
0a64:   PUSHI_EFF #0018
0a66:   OFFSET
0a67:   PUSHI #0001
0a69:   STO
0a6a:   PUSHI #0003
0a6c:   PUSHI_EFF #0003
0a6e:   OFFSET
0a6f:   PUSHI #003f
0a71:   STO
0a72:   PUSHI #0004
0a74:   PUSHI_EFF #0003
0a76:   OFFSET
0a77:   PUSHI #0000
0a79:   STO
0a7a:   PUSHI_EFF #0018
0a7c:   PUSHI_EFF #0003
0a7e:   PUSHI #0000
0a80:   CALLI $0001
0a82:   POP
0a83:   POP
0a84:   POP
0a85:   PUSH_REG
0a86:   PUSHI_EFF #002d
0a88:   SWAP
0a89:   STO
0a8a:   PUSHI_EFF #002d
0a8c:   FETCHM
0a8d:   PUSHI #003d
0a8f:   TSTEQ
0a90:   BEQ +0005 // target: 0a96
0a92:   CALL $0dc8
0a94:   JMP $0aae

 ;| xref: 0a90
0a96:   PUSHI_EFF #002d
0a98:   FETCHM
0a99:   PUSHI #003e
0a9b:   TSTEQ
0a9c:   BEQ +0005 // target: 0aa2
0a9e:   CALL $0ab1
0aa0:   JMP $0aae

 ;| xref: 0a9c
0aa2:   PUSHI_EFF #002d
0aa4:   FETCHM
0aa5:   PUSHI #003f
0aa7:   TSTEQ
0aa8:   BEQ +0005 // target: 0aae
0aaa:   CALL $0c52
0aac:   JMP $0aae

 ;| xref: 0a94 0aa0 0aa8 0aac
0aae:   BPTOSP
0aaf:   POPBP
0ab0:   RET


 ;| xref: 09a4 0a9e
0ab1:   PUSHBP
0ab2:   SPTOBP
0ab3:   PUSHI #0001
0ab5:   ADDSP
0ab6:   PUSHI #0040
0ab8:   SAY_OP
0ab9:   CALL $0abe
0abb:   BPTOSP
0abc:   POPBP
0abd:   RET


 ;| xref: 0ab9 0c4d
0abe:   PUSHBP
0abf:   SPTOBP
0ac0:   PUSHI #0016
0ac2:   ADDSP
0ac3:   PUSHI #0001
0ac5:   PUSHI_EFF #0001
0ac7:   OFFSET
0ac8:   PUSHI #0041
0aca:   STO
0acb:   PUSHI #0002
0acd:   PUSHI_EFF #0001
0acf:   OFFSET
0ad0:   PUSHI #0042
0ad2:   STO
0ad3:   PUSHI #0003
0ad5:   PUSHI_EFF #0001
0ad7:   OFFSET
0ad8:   PUSHI #0000
0ada:   STO
0adb:   PUSHI_EFF #0001
0add:   PUSHI #0000
0adf:   CALLI $0000
0ae1:   POP
0ae2:   POP
0ae3:   PUSH_REG
0ae4:   PUSHI_EFF #0016
0ae6:   SWAP
0ae7:   STO
0ae8:   PUSHI_EFF #0016
0aea:   FETCHM
0aeb:   PUSHI #0001
0aed:   TSTEQ
0aee:   BEQ +0005 // target: 0af4
0af0:   CALL $0b08
0af2:   JMP $0afe

 ;| xref: 0aee
0af4:   PUSHI_EFF #0016
0af6:   FETCHM
0af7:   PUSHI #0002
0af9:   TSTEQ
0afa:   BEQ +0003 // target: 0afe
0afc:   JMP $0afe

 ;| xref: 0af2 0afa 0afc
0afe:   PUSHI #0024
0b00:   PUSHI #0000
0b02:   STO
0b03:   CALL $0a24
0b05:   BPTOSP
0b06:   POPBP
0b07:   RET


 ;| xref: 0af0 0b6f
0b08:   PUSHBP
0b09:   SPTOBP
0b0a:   PUSHI #002e
0b0c:   ADDSP
0b0d:   PUSHI #0136
0b0f:   PUSHI_EFF #000a
0b11:   SWAP
0b12:   STO
0b13:   PUSHI_EFF #000a
0b15:   PUSHI #0001
0b17:   OPNEG
0b18:   PUSHI_EFF #000b
0b1a:   SWAP
0b1b:   STO
0b1c:   PUSHI_EFF #000b
0b1e:   PUSHI_EFF #0003
0b20:   PUSHI_EFF #0002
0b22:   PUSHI #0004
0b24:   CALLI $003b
0b26:   POP
0b27:   POP
0b28:   POP
0b29:   POP
0b2a:   POP
0b2b:   PUSHI_EFF #0002
0b2d:   FETCHM
0b2e:   PUSHI #0000
0b30:   TSTEQ
0b31:   BEQ +0041 // target: 0b73
0b33:   PUSHI #0043
0b35:   SAY_OP
0b36:   PUSHI #0001
0b38:   PUSHI_EFF #000c
0b3a:   OFFSET
0b3b:   PUSHI #0044
0b3d:   STO
0b3e:   PUSHI #0002
0b40:   PUSHI_EFF #000c
0b42:   OFFSET
0b43:   PUSHI #0045
0b45:   STO
0b46:   PUSHI #0003
0b48:   PUSHI_EFF #000c
0b4a:   OFFSET
0b4b:   PUSHI #0000
0b4d:   STO
0b4e:   PUSHI_EFF #000c
0b50:   PUSHI #0000
0b52:   CALLI $0000
0b54:   POP
0b55:   POP
0b56:   PUSH_REG
0b57:   PUSHI_EFF #0021
0b59:   SWAP
0b5a:   STO
0b5b:   PUSHI_EFF #0021
0b5d:   FETCHM
0b5e:   PUSHI #0001
0b60:   TSTEQ
0b61:   BEQ +0005 // target: 0b67
0b63:   CALL $0156
0b65:   JMP $0b73

 ;| xref: 0b61
0b67:   PUSHI_EFF #0021
0b69:   FETCHM
0b6a:   PUSHI #0002
0b6c:   TSTEQ
0b6d:   BEQ +0005 // target: 0b73
0b6f:   CALL $0b08
0b71:   JMP $0b73

 ;| xref: 0b31 0b65 0b6d 0b71
0b73:   PUSHI_EFF #0002
0b75:   FETCHM
0b76:   PUSHI #0001
0b78:   TSTEQ
0b79:   BEQ +006b // target: 0be5
0b7b:   PUSHI #0001
0b7d:   PUSHI_EFF #0003
0b7f:   OFFSET
0b80:   PUSHI #0000
0b82:   PUSHI_EFF #0022
0b84:   SWAP
0b85:   STO
0b86:   PUSHI_EFF #0022
0b88:   PUSHI #0001
0b8a:   OPNEG
0b8b:   PUSHI_EFF #0023
0b8d:   SWAP
0b8e:   STO
0b8f:   PUSHI_EFF #0023
0b91:   PUSHI #0001
0b93:   OPNEG
0b94:   PUSHI_EFF #0024
0b96:   SWAP
0b97:   STO
0b98:   PUSHI_EFF #0024
0b9a:   PUSHI #0001
0b9c:   OPNEG
0b9d:   PUSHI_EFF #0025
0b9f:   SWAP
0ba0:   STO
0ba1:   PUSHI_EFF #0025
0ba3:   PUSHI_EFF #0001
0ba5:   PUSHI #0001
0ba7:   OPNEG
0ba8:   PUSHI_EFF #0026
0baa:   SWAP
0bab:   STO
0bac:   PUSHI_EFF #0026
0bae:   PUSHI #0001
0bb0:   OPNEG
0bb1:   PUSHI_EFF #0027
0bb3:   SWAP
0bb4:   STO
0bb5:   PUSHI_EFF #0027
0bb7:   PUSHI #0001
0bb9:   OPNEG
0bba:   PUSHI_EFF #0028
0bbc:   SWAP
0bbd:   STO
0bbe:   PUSHI_EFF #0028
0bc0:   PUSHI #0009
0bc2:   CALLI $0038
0bc4:   POP
0bc5:   POP
0bc6:   POP
0bc7:   POP
0bc8:   POP
0bc9:   POP
0bca:   POP
0bcb:   POP
0bcc:   POP
0bcd:   POP
0bce:   PUSHI_EFF #0001
0bd0:   FETCHM
0bd1:   PUSHI #0021
0bd3:   PUSHI #0200
0bd5:   OPADD
0bd6:   TSTEQ
0bd7:   BEQ +0008 // target: 0be0
0bd9:   PUSHI #0046
0bdb:   SAY_OP
0bdc:   CALL $0cf1
0bde:   BRA +0006 // target: 0be5

 ;| xref: 0bd7
0be0:   PUSHI #0047
0be2:   SAY_OP
0be3:   CALL $0a24

 ;| xref: 0b79 0bde
0be5:   PUSHI_EFF #0002
0be7:   FETCHM
0be8:   PUSHI #0001
0bea:   TSTGT
0beb:   BEQ +0063 // target: 0c4f
0bed:   PUSHI #0025
0bef:   FETCHM
0bf0:   PUSHI #0003
0bf2:   TSTEQ
0bf3:   BEQ +004d // target: 0c41
0bf5:   PUSHI #0048
0bf7:   SAY_OP
0bf8:   PUSHI #003c
0bfa:   PUSHI_EFF #0029
0bfc:   SWAP
0bfd:   STO
0bfe:   PUSHI_EFF #0029
0c00:   PUSHI #0001
0c02:   PUSHI_EFF #002a
0c04:   SWAP
0c05:   STO
0c06:   PUSHI_EFF #002a
0c08:   PUSHI #0002
0c0a:   CALLI $0013
0c0c:   POP
0c0d:   POP
0c0e:   POP
0c0f:   PUSHI #000f
0c11:   PUSHI_EFF #002b
0c13:   SWAP
0c14:   STO
0c15:   PUSHI_EFF #002b
0c17:   PUSHI #000f
0c19:   PUSHI_EFF #002c
0c1b:   SWAP
0c1c:   STO
0c1d:   PUSHI_EFF #002c
0c1f:   PUSHI #2711
0c21:   PUSHI_EFF #002d
0c23:   SWAP
0c24:   STO
0c25:   PUSHI_EFF #002d
0c27:   PUSHI #0002
0c29:   CALLI $0033
0c2b:   POP
0c2c:   POP
0c2d:   POP
0c2e:   PUSH_REG
0c2f:   PUSHI #0001
0c31:   OPADD
0c32:   PUSHI_EFF #002e
0c34:   SWAP
0c35:   STO
0c36:   PUSHI_EFF #002e
0c38:   PUSHI #0002
0c3a:   CALLI $0033
0c3c:   POP
0c3d:   POP
0c3e:   POP
0c3f:   CALL $0110

 ;| xref: 0bf3
0c41:   PUSHI #0049
0c43:   SAY_OP
0c44:   PUSHI #0025
0c46:   PUSHI #0025
0c48:   FETCHM
0c49:   PUSHI #0001
0c4b:   OPADD
0c4c:   STO
0c4d:   CALL $0abe

 ;| xref: 0beb
0c4f:   BPTOSP
0c50:   POPBP
0c51:   RET


 ;| xref: 0aaa
0c52:   PUSHBP
0c53:   SPTOBP
0c54:   PUSHI #001d
0c56:   ADDSP
0c57:   PUSHI #004a
0c59:   SAY_OP
0c5a:   PUSHI #0001
